x, y
0, 1.0904645438575702
1.0743826196602648, 0.8251833817795227
2.029387290930165, 0.6558318887149269
3.03948753675429, 0.5729739119007318
4.049587782578404, 0.4969076352192442
5.0596943336868625, 0.4317080227887593
6.069788274226655, 0.3800916240859241
7.079894825335113, 0.3461334498634754
8.089995071159226, 0.3148918251176739
9.008265155870088, 0.2931586831534341
10.202019418636384, 0.2741419973969589
11.038572198626797, 0.24290065245780523
12.028471952802672, 0.23920050893098523
13.04867244445091, 0.2252423347085365
14.058772690275037, 0.21301730245032757
15.06887293609915, 0.19807581398435403
16.078979487207615, 0.185850781726145
17.0890734277474, 0.17634257875123127
18.0073498177426, 0.16683428250743515
19.01745006356672, 0.15868426100196253
20.02755030939085, 0.15460934351810895
21.12948071632822, 0.15053442603425515
22.04775080103909, 0.1478177832887252
23.0578510468632, 0.14781
24.06795129268733, 0.14102612979045892
25.07805153851145, 0.14101
26.088158089619913, 0.141
27.006428174330768, 0.1369511190377226
28.016528420154888, 0.13423447629219265
29.026628665979008, 0.13151774027777996
30.036728911803138, 0.12744282279392627
31.046829157627247, 0.12472608677951369
32.05693570873571, 0.12200953730286634
33.15885981038875, 0.11929289455733638
34.26079652261046, 0.11521788380460007
35.08724275149241, 0.11385960906627646
36.005506530918936, 0.10978459831354015
37.0156130820274, 0.10706795556801019
38.025707022567175, 0.10299294481527377
39.03581357367564, 0.1002763020697438
40.04592012478409, 0.09620138458589023
41.05601406532388, 0.09348464857147754
42.15793816697692, 0.09076791255706496
43.16804471808537, 0.08940973108762396
44.08632110808058, 0.086693088342094
45.09641504862036, 0.08533472033488765
46.01469143861556, 0.08261807758935769
47.024810600292696, 0.08125970958215123
48.034891930263804, 0.07990143484382772
49.04499848137226, 0.07718469882941492
50.14692258302531, 0.077184
51.157041744702454, 0.071
52.07530552412897, 0.0702
53.08539946466875, 0.0701
54.095506015777204, 0.070
55.105599956316986, 0.06903477059282503
56.0238763463122, 0.06903477059282503
57.033970286851975, 0.06767649585450142
58.044089448529114, 0.06631812784729507
59.0541833890689, 0.06495985310897145
60.24793765183518, 0.06360139183288227
61.07438388071713, 0.06224321036344149
62.084477821256904, 0.06088484235623515
63.00275421125213, 0.06088484235
64.10467831290515, 0.060884842
65.11478486401361, 0.0608848
66.03306125400881, 0.060884
67.13498535566185, 0.06088
68.23690945731488, 0.05952656761791131
69.24701600842334, 0.058168199610705185
70.34894011007637, 0.05680983160349873
71.26721650007161, 0.0568098316
72.09366272895355, 0.056809
73.01193911894873, 0.055451556
74.02203305948854, 0.05545155
75.03215222116566, 0.055451
76.04223355113677, 0.054093188857968766
77.05234010224521, 0.05273491411964504
78.0624466533537, 0.0527349
79.07254059389348, 0.0513765461124388
80.0826597555706, 0.0513765
81.00092353499713, 0.05001817810523246
82.01101747553693, 0.04730162862858511
83.20477173830321, 0.0473016
84.12304812829842, 0.04594326062137888
85.0413245182936, 0.04594326062137
86.05143106940207, 0.04594326
87.06152500994185, 0.0459432
88.07161895048165, 0.04458489261417253
89.08172550159011, 0.04458489261
90.0000018915853, 0.044584892
91.10193860380701, 0.04322652460696608
92.20385009489138, 0.0432265246069
93.03029632377333, 0.0432265246
94.04040287488179, 0.043226524
95.05049681542157, 0.04322652
96.05049681542157, 0.0432263
97.05049681542157, 0.0432262
98.05049681542157, 0.043223
99.05049681542157, 0.043222
100.05049681542157, 0.04322
